fighter_1,fighter_2,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time,location
Casey Kenney,Nathaniel Wood,0,0,123,136,2,0,0,0,win,Casey Kenney,Catch Weight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Shavkat Rakhmonov,Alex Oliveira,0,0,13,9,0,0,1,0,win,Shavkat Rakhmonov,Welterweight,SUB Guillotine Choke,1,4:40,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Da Woon Jung,Sam Alvey,1,0,56,59,0,0,0,0,"draw


draw",Sam Alvey,Light Heavyweight,S-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Miranda Maverick,Liana Jojua,0,0,49,30,0,0,0,0,win,Miranda Maverick,Women's Flyweight,KO/TKO,1,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Joel Alvarez,Alexander Yakovlev,0,0,4,1,0,1,2,0,win,Joel Alvarez,Lightweight,SUB Armbar,1,3:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Brian Ortega,Chan Sung Jung,2,0,127,62,3,0,0,0,win,Brian Ortega,Featherweight,U-DEC,5,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Jessica Andrade,Katlyn Cerminara,1,0,28,19,2,0,0,0,win,Jessica Andrade,Women's Flyweight,KO/TKO Punch,1,4:55,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Jimmy Crute,Modestas Bukauskas,2,0,17,7,0,0,0,0,win,Jimmy Crute,Light Heavyweight,KO/TKO Punches,1,2:01,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
James Krause,Claudio Silva,0,0,94,64,0,2,0,0,win,James Krause,Welterweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Jonathan Martinez,Thomas Almeida,0,0,73,64,0,0,0,0,win,Jonathan Martinez,Featherweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Guram Kutateladze,Mateusz Gamrot,1,0,37,52,0,5,0,0,win,Guram Kutateladze,Lightweight,S-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Gillian Robertson,Poliana Botelho,0,0,57,22,3,0,0,0,win,Gillian Robertson,Women's Flyweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
JunYong Park,John Phillips,0,0,10,5,4,0,0,0,win,JunYong Park,Middleweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Fares Ziam,Jamie Mullarkey,0,0,47,20,1,5,0,0,win,Fares Ziam,Lightweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Maxim Grishin,Gadzhimurad Antigulov,0,0,34,12,1,1,0,0,win,Maxim Grishin,Light Heavyweight,KO/TKO Punches,2,4:58,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Said Nurmagomedov,Mark Striegl,0,0,18,3,0,0,0,0,win,Said Nurmagomedov,Bantamweight,KO/TKO Punches,1,0:51,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Cory Sandhagen,Marlon Moraes,1,0,38,14,0,1,0,0,win,Cory Sandhagen,Bantamweight,KO/TKO Kick,2,1:03,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Edson Barboza,Makwan Amirkhani,2,0,32,11,0,3,1,0,win,Edson Barboza,Featherweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Marcin Tybura,Ben Rothwell,0,0,94,89,1,0,0,0,win,Marcin Tybura,Heavyweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Dricus Du Plessis,Markus Perez,1,0,26,14,0,0,0,0,win,Dricus Du Plessis,Middleweight,KO/TKO Punch,1,3:22,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Tom Aspinall,Alan Baudot,0,0,16,3,1,0,0,0,win,Tom Aspinall,Heavyweight,KO/TKO Punches,1,1:35,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Ilia Topuria,Youssef Zalal,0,0,13,17,5,0,5,1,win,Ilia Topuria,Featherweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Tom Breese,KB Bhullar,1,0,17,2,0,0,0,0,win,Tom Breese,Middleweight,KO/TKO Punch,1,1:42,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Chris Daukaus,Rodrigo Nascimento,2,0,13,1,0,0,0,0,win,Chris Daukaus,Heavyweight,KO/TKO Punches,1,0:45,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Joaquin Buckley,Impa Kasanganay,1,0,29,28,1,0,0,0,win,Joaquin Buckley,Middleweight,KO/TKO Spinning Back Kick,2,2:03,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Tony Kelley,Ali AlQaisi,0,0,23,29,0,5,4,1,win,Tony Kelley,Bantamweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Giga Chikadze,Omar Morales,1,0,65,34,0,0,0,0,win,Giga Chikadze,Featherweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Tracy Cortez,Stephanie Egger,0,0,20,10,3,1,0,0,win,Tracy Cortez,Women's Bantamweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Tagir Ulanbekov,Bruno Silva,0,0,46,47,5,4,0,0,win,Tagir Ulanbekov,Flyweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Holly Holm,Irene Aldana,0,0,154,69,5,0,0,0,win,Holly Holm,Women's Bantamweight,U-DEC,5,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Carlos Felipe,Yorgan De Castro,0,0,78,48,0,0,0,0,win,Carlos Felipe,Heavyweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Germaine de Randamie,Julianna Pena,0,0,37,27,0,3,2,0,win,Germaine de Randamie,Women's Bantamweight,SUB Guillotine Choke,3,3:25,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Kyler Phillips,Cameron Else,0,0,32,11,2,0,0,0,win,Kyler Phillips,Bantamweight,KO/TKO Elbows,2,0:44,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Dusko Todorovic,Dequan Townsend,0,0,85,13,1,0,0,0,win,Dusko Todorovic,Middleweight,KO/TKO Punches,2,3:15,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Carlos Condit,Court McGee,1,0,88,84,0,0,0,0,win,Carlos Condit,Welterweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Charles Jourdain,Josh Culibao,0,1,44,46,0,0,3,0,"draw


draw",Josh Culibao,Featherweight,S-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Nassourdine Imavov,Jordan Williams,0,0,68,30,1,0,4,0,win,Nassourdine Imavov,Middleweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Loma Lookboonmee,Jinh Yu Frey,0,0,80,26,0,1,0,0,win,Loma Lookboonmee,Women's Strawweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Casey Kenney,Alatengheili,0,0,109,46,0,0,0,0,win,Casey Kenney,Bantamweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Luigi Vendramini,Jessin Ayari,1,0,13,2,0,0,0,0,win,Luigi Vendramini,Lightweight,KO/TKO Kick,1,1:12,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Israel Adesanya,Paulo Costa,1,0,55,12,0,0,0,0,win,Israel Adesanya,Middleweight,KO/TKO Punch,2,3:59,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Jan Blachowicz,Dominick Reyes,1,0,41,21,0,0,0,0,win,Jan Blachowicz,Light Heavyweight,KO/TKO Punch,2,4:36,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Brandon Royval,Kai Kara-France,2,1,39,22,0,0,1,0,win,Brandon Royval,Flyweight,SUB Guillotine Choke,2,0:48,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Ketlen Vieira,Sijara Eubanks,0,0,68,69,2,0,0,0,win,Ketlen Vieira,Women's Bantamweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Hakeem Dawodu,Zubaira Tukhugov,0,0,69,35,0,1,0,0,win,Hakeem Dawodu,Featherweight,S-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Brad Riddell,Alex Da Silva,0,0,67,54,1,3,0,1,win,Brad Riddell,Lightweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Jake Matthews,Diego Sanchez,1,0,72,25,1,0,0,0,win,Jake Matthews,Welterweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Ludovit Klein,Shane Young,1,0,9,4,0,0,0,0,win,Ludovit Klein,Featherweight,KO/TKO Kick,1,1:16,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
William Knight,Aleksa Camur,0,0,38,17,4,1,1,0,win,William Knight,Light Heavyweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Juan Espino,Jeff Hughes,0,0,10,0,5,0,1,0,win,Juan Espino,Heavyweight,SUB Scarf Hold,1,3:48,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Danilo Marques,Khadis Ibragimov,0,0,16,19,4,0,0,1,win,Danilo Marques,Light Heavyweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Colby Covington,Tyron Woodley,0,0,78,34,3,1,0,0,win,Colby Covington,Welterweight,KO/TKO,5,1:19,"Las Vegas, Nevada, USA"
Donald Cerrone,Niko Price,0,0,113,150,0,0,0,0,"nc


nc",Niko Price,Welterweight,Overturned,3,5:00,"Las Vegas, Nevada, USA"
Khamzat Chimaev,Gerald Meerschaert,1,0,4,0,0,0,0,0,win,Khamzat Chimaev,Middleweight,KO/TKO Punch,1,0:17,"Las Vegas, Nevada, USA"
Johnny Walker,Ryan Spann,0,2,26,7,0,2,0,0,win,Johnny Walker,Light Heavyweight,KO/TKO Punches,1,2:43,"Las Vegas, Nevada, USA"
Mackenzie Dern,Randa Markos,0,0,9,3,0,0,5,0,win,Mackenzie Dern,Women's Strawweight,SUB Armbar,1,3:44,"Las Vegas, Nevada, USA"
Kevin Holland,Darren Stewart,0,0,74,57,0,3,0,0,win,Kevin Holland,Middleweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
David Dvorak,Jordan Espinosa,0,0,68,50,0,0,0,0,win,David Dvorak,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Damon Jackson,Mirsad Bektic,0,0,12,13,0,7,7,0,win,Damon Jackson,Featherweight,SUB Guillotine Choke,3,1:21,"Las Vegas, Nevada, USA"
Mayra Bueno Silva,Mara Romero Borella,0,0,2,6,0,1,1,0,win,Mayra Bueno Silva,Women's Flyweight,SUB Armbar,1,2:29,"Las Vegas, Nevada, USA"
Jessica-Rose Clark,Sarah Alpar,0,0,76,12,1,2,0,0,win,Jessica-Rose Clark,Women's Bantamweight,KO/TKO Knee,3,4:21,"Las Vegas, Nevada, USA"
Darrick Minner,TJ Laramie,0,0,15,0,0,0,1,0,win,Darrick Minner,Featherweight,SUB Guillotine Choke,1,0:52,"Las Vegas, Nevada, USA"
Randy Costa,Journey Newson,1,0,4,1,0,0,0,0,win,Randy Costa,Bantamweight,KO/TKO Kick,1,0:41,"Las Vegas, Nevada, USA"
Andre Ewell,Irwin Rivera,0,0,123,81,0,1,0,0,win,Andre Ewell,Bantamweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Tyson Nam,Jerome Rivera,1,0,36,30,0,0,0,0,win,Tyson Nam,Bantamweight,KO/TKO Punches,2,0:34,"Las Vegas, Nevada, USA"
Michelle Waterson-Gomez,Angela Hill,0,0,128,131,1,0,0,0,win,Michelle Waterson-Gomez,Women's Strawweight,S-DEC,5,5:00,"Las Vegas, Nevada, USA"
Ottman Azaitar,Khama Worthy,0,0,16,1,0,0,0,0,win,Ottman Azaitar,Lightweight,KO/TKO Punches,1,1:33,"Las Vegas, Nevada, USA"
Roxanne Modafferi,Andrea Lee,0,0,60,97,4,3,0,0,win,Roxanne Modafferi,Women's Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Ed Herman,Mike Rodriguez,0,2,40,89,2,0,1,0,win,Ed Herman,Light Heavyweight,SUB Kimura,3,2:41,"Las Vegas, Nevada, USA"
King Green,Alan Patrick,0,0,61,19,4,1,0,0,win,King Green,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Billy Quarantillo,Kyle Nelson,1,0,79,56,2,0,0,0,win,Billy Quarantillo,Featherweight,KO/TKO Punch,3,0:07,"Las Vegas, Nevada, USA"
Sijara Eubanks,Julia Avila,0,0,53,34,3,1,3,0,win,Sijara Eubanks,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Roosevelt Roberts,Kevin Croom,0,1,2,5,0,0,0,1,"nc


nc",Kevin Croom,Lightweight,Overturned Guillotine Choke,1,0:31,"Las Vegas, Nevada, USA"
Alexandr Romanov,Roque Martinez,0,0,55,7,4,0,2,0,win,Alexandr Romanov,Heavyweight,SUB Arm Triangle,2,4:22,"Las Vegas, Nevada, USA"
Jalin Turner,Brok Weaver,2,0,66,56,1,1,1,0,win,Jalin Turner,Catch Weight,SUB Rear Naked Choke,2,4:20,"Las Vegas, Nevada, USA"
Bryan Barberena,Anthony Ivy,0,0,63,36,0,5,2,0,win,Bryan Barberena,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Sabina Mazo,Justine Kish,1,0,131,93,0,1,1,0,win,Sabina Mazo,Women's Flyweight,SUB Rear Naked Choke,3,3:57,"Las Vegas, Nevada, USA"
Alistair Overeem,Augusto Sakai,0,0,92,99,3,0,0,0,win,Alistair Overeem,Heavyweight,KO/TKO Elbows,5,0:26,"Las Vegas, Nevada, USA"
Ovince Saint Preux,Alonzo Menifield,1,0,33,19,0,0,0,0,win,Ovince Saint Preux,Light Heavyweight,KO/TKO Punch,2,4:07,"Las Vegas, Nevada, USA"
Michel Pereira,Zelim Imadaev,0,0,88,23,1,0,1,0,win,Michel Pereira,Welterweight,SUB Rear Naked Choke,3,4:39,"Las Vegas, Nevada, USA"
Andre Muniz,Bartosz Fabinski,0,0,4,5,0,1,2,0,win,Andre Muniz,Middleweight,SUB Armbar,1,2:42,"Las Vegas, Nevada, USA"
Brian Kelleher,Ray Rodriguez,0,0,1,1,0,1,1,0,win,Brian Kelleher,Featherweight,SUB Guillotine Choke,1,0:39,"Las Vegas, Nevada, USA"
Viviane Araujo,Montana De La Rosa,0,0,82,85,0,1,0,0,win,Viviane Araujo,Women's Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Hunter Azure,Cole Smith,1,0,42,31,5,2,0,3,win,Hunter Azure,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Aleksandar Rakic,Anthony Smith,1,0,44,9,0,0,0,0,win,Aleksandar Rakic,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Neil Magny,Robbie Lawler,0,0,62,26,4,0,0,0,win,Neil Magny,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Alexa Grasso,Ji Yeon Kim,0,0,88,68,1,0,0,0,win,Alexa Grasso,Women's Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Ricardo Lamas,Bill Algeo,0,0,104,89,5,1,0,0,win,Ricardo Lamas,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Impa Kasanganay,Maki Pitolo,0,0,85,71,0,0,0,0,win,Impa Kasanganay,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Zak Cummings,Alessio Di Chirico,1,0,54,53,0,0,0,0,win,Zak Cummings,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Alex Caceres,Austin Springer,0,0,18,14,0,0,1,0,win,Alex Caceres,Featherweight,SUB Rear Naked Choke,1,3:38,"Las Vegas, Nevada, USA"
Sean Brady,Christian Aguilera,0,0,34,16,2,0,2,0,win,Sean Brady,Welterweight,SUB Guillotine Choke,2,1:47,"Las Vegas, Nevada, USA"
Polyana Viana,Emily Whitmire,0,0,9,2,0,0,1,0,win,Polyana Viana,Women's Strawweight,SUB Armbar,1,1:53,"Las Vegas, Nevada, USA"
Mallory Martin,Hannah Cifers,0,1,22,49,1,0,1,0,win,Mallory Martin,Women's Strawweight,SUB Rear Naked Choke,2,1:33,"Las Vegas, Nevada, USA"
Frankie Edgar,Pedro Munhoz,0,0,135,166,2,0,0,0,win,Frankie Edgar,Bantamweight,S-DEC,5,5:00,"Las Vegas, Nevada, USA"
Mike Rodriguez,Marcin Prachnio,1,0,21,14,0,0,0,0,win,Mike Rodriguez,Light Heavyweight,KO/TKO Elbow,1,2:17,"Las Vegas, Nevada, USA"
Joe Solecki,Austin Hubbard,0,0,13,9,0,0,1,0,win,Joe Solecki,Lightweight,SUB Rear Naked Choke,1,3:51,"Las Vegas, Nevada, USA"
Shana Dobson,Mariya Agapova,0,0,24,22,2,2,0,0,win,Shana Dobson,Women's Flyweight,KO/TKO Punches,2,1:38,"Las Vegas, Nevada, USA"
Daniel Rodriguez,Dwight Grant,3,1,15,30,0,0,0,0,win,Daniel Rodriguez,Welterweight,KO/TKO Punches,1,2:24,"Las Vegas, Nevada, USA"
Amanda Lemos,Mizuki,1,0,83,57,2,0,0,0,win,Amanda Lemos,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Jordan Wright,Ike Villanueva,1,0,15,7,0,0,0,0,win,Jordan Wright,Light Heavyweight,KO/TKO,1,1:31,"Las Vegas, Nevada, USA"
Matthew Semelsberger,Carlton Minus,1,0,118,77,2,0,1,0,win,Matthew Semelsberger,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Timur Valiev,Trevin Jones,1,1,66,26,0,1,0,0,"nc


nc",Trevin Jones,Catch Weight,Overturned Punch,2,1:59,"Las Vegas, Nevada, USA"
Stipe Miocic,Daniel Cormier,1,0,115,105,0,1,0,0,win,Stipe Miocic,Heavyweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA"
Marlon Vera,Sean O'Malley,0,0,18,10,0,0,0,0,win,Marlon Vera,Bantamweight,KO/TKO Elbows,1,4:40,"Las Vegas, Nevada, USA"
Jairzinho Rozenstruik,Junior Dos Santos,1,0,42,24,0,0,0,0,win,Jairzinho Rozenstruik,Heavyweight,KO/TKO Punch,2,3:47,"Las Vegas, Nevada, USA"
Daniel Pineda,Herbert Burns,0,0,57,10,1,3,0,0,win,Daniel Pineda,Featherweight,KO/TKO Elbows,2,4:37,"Las Vegas, Nevada, USA"
Merab Dvalishvili,John Dodson,0,0,50,27,2,0,0,0,win,Merab Dvalishvili,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Vinc Pichel,Jim Miller,0,0,41,14,3,2,0,2,win,Vinc Pichel,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Virna Jandiroba,Felice Herrig,0,0,4,1,1,0,2,0,win,Virna Jandiroba,Women's Strawweight,SUB Armbar,1,1:44,"Las Vegas, Nevada, USA"
Danny Chavez,TJ Brown,0,0,49,43,4,0,0,0,win,Danny Chavez,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Livinha Souza,Ashley Yoder,0,0,46,32,1,0,0,0,win,Livinha Souza,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Chris Daukaus,Parker Porter,2,0,37,17,0,0,0,0,win,Chris Daukaus,Heavyweight,KO/TKO Knee,1,4:28,"Las Vegas, Nevada, USA"
Kai Kamaka,Tony Kelley,0,0,114,114,5,0,0,0,win,Kai Kamaka,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Derrick Lewis,Aleksei Oleinik,1,0,35,2,1,1,0,2,win,Derrick Lewis,Heavyweight,KO/TKO Punches,2,0:21,"Las Vegas, Nevada, USA"
Chris Weidman,Omari Akhmedov,0,0,29,33,5,4,0,0,win,Chris Weidman,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Darren Stewart,Maki Pitolo,0,0,13,12,0,1,1,0,win,Darren Stewart,Middleweight,SUB Guillotine Choke,1,3:41,"Las Vegas, Nevada, USA"
Yana Santos,Julija Stoliarenko,0,0,43,6,1,0,0,0,win,Yana Santos,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Beneil Dariush,Scott Holtzman,1,0,36,9,0,0,0,0,win,Beneil Dariush,Lightweight,KO/TKO Spinning Back Fist,1,4:38,"Las Vegas, Nevada, USA"
Tim Means,Laureano Staropoli,1,0,85,71,2,0,0,0,win,Tim Means,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Kevin Holland,Joaquin Buckley,2,0,79,40,0,0,0,0,win,Kevin Holland,Middleweight,KO/TKO Punch,3,0:32,"Las Vegas, Nevada, USA"
Nasrat Haqparast,Alexander Munoz,0,0,104,37,0,1,0,0,win,Nasrat Haqparast,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Andrew Sanchez,Wellington Turman,1,0,28,21,0,0,0,0,win,Andrew Sanchez,Middleweight,KO/TKO Punch,1,4:14,"Las Vegas, Nevada, USA"
Gavin Tucker,Justin Jaynes,0,1,87,41,1,0,4,1,win,Gavin Tucker,Featherweight,SUB Rear Naked Choke,3,1:43,"Las Vegas, Nevada, USA"
Youssef Zalal,Peter Barrett,1,0,54,23,3,0,3,0,win,Youssef Zalal,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Irwin Rivera,Ali AlQaisi,0,0,36,44,2,2,0,1,win,Irwin Rivera,Bantamweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Derek Brunson,Edmen Shahbazyan,0,0,88,35,4,0,0,0,win,Derek Brunson,Middleweight,KO/TKO Punches,3,0:26,"Las Vegas, Nevada, USA"
Jennifer Maia,Joanne Wood,0,0,20,26,0,1,1,0,win,Jennifer Maia,Women's Flyweight,SUB Armbar,1,4:29,"Las Vegas, Nevada, USA"
Vicente Luque,Randy Brown,2,0,64,61,0,1,0,0,win,Vicente Luque,Welterweight,KO/TKO Knee,2,4:56,"Las Vegas, Nevada, USA"
King Green,Lando Vannata,1,0,115,54,3,1,0,0,win,King Green,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Jonathan Martinez,Frankie Saenz,3,0,79,39,1,1,0,0,win,Jonathan Martinez,Bantamweight,KO/TKO Knee,3,0:57,"Las Vegas, Nevada, USA"
Nate Maness,Johnny Munoz,0,0,21,49,1,2,0,1,win,Nate Maness,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Jamall Emmers,Vince Cachero,0,0,103,76,5,0,0,0,win,Jamall Emmers,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Chris Gutierrez,Cody Durden,0,0,66,36,1,2,1,1,"draw


draw",Cody Durden,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Robert Whittaker,Darren Till,1,0,69,41,2,0,0,0,win,Robert Whittaker,Middleweight,U-DEC,5,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Mauricio Rua,Rogerio Nogueira,0,0,54,46,2,0,0,0,win,Mauricio Rua,Light Heavyweight,S-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Fabricio Werdum,Alexander Gustafsson,0,0,4,11,1,0,1,0,win,Fabricio Werdum,Heavyweight,SUB Armbar,1,2:30,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Carla Esparza,Marina Rodriguez,0,0,33,40,5,0,1,0,win,Carla Esparza,Women's Strawweight,S-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Paul Craig,Gadzhimurad Antigulov,0,0,2,11,0,1,1,0,win,Paul Craig,Light Heavyweight,SUB Triangle Choke,1,2:06,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Alex Oliveira,Peter Sobotta,1,0,45,29,0,0,0,0,win,Alex Oliveira,Welterweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Khamzat Chimaev,Rhys McKee,0,0,40,0,1,0,1,0,win,Khamzat Chimaev,Welterweight,KO/TKO Punches,1,3:09,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Francisco Trinaldo,Jai Herbert,1,1,30,21,2,0,2,0,win,Francisco Trinaldo,Lightweight,KO/TKO Punch,3,1:30,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Nicolas Dalby,Jesse Ronson,0,1,20,30,0,0,0,1,"nc


nc",Jesse Ronson,Welterweight,Overturned Rear Naked Choke,1,2:48,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Tom Aspinall,Jake Collier,1,0,10,3,0,0,0,0,win,Tom Aspinall,Heavyweight,KO/TKO Punches,1,0:45,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Movsar Evloev,Mike Grundy,0,0,79,20,0,6,0,1,win,Movsar Evloev,Featherweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Tanner Boser,Raphael Pessoa,0,0,43,12,0,0,0,0,win,Tanner Boser,Heavyweight,KO/TKO Punch,2,2:36,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Pannie Kianzad,Bethe Correia,0,0,103,56,0,1,0,0,win,Pannie Kianzad,Women's Bantamweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Ramazan Emeev,Niklas Stolze,0,0,29,30,4,1,2,0,win,Ramazan Emeev,Welterweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Nathaniel Wood,John Castaneda,0,0,131,55,1,0,0,0,win,Nathaniel Wood,Bantamweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Deiveson Figueiredo,Joseph Benavidez,2,0,35,18,0,0,4,0,win,Deiveson Figueiredo,Flyweight,SUB Rear Naked Choke,1,4:48,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Jack Hermansson,Kelvin Gastelum,0,0,2,0,0,1,1,0,win,Jack Hermansson,Middleweight,SUB Heel Hook,1,1:18,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Rafael Fiziev,Marc Diakiese,0,0,78,68,1,0,0,0,win,Rafael Fiziev,Lightweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Ariane da Silva,Luana Carolina,0,0,3,2,0,0,1,1,win,Ariane da Silva,Women's Flyweight,SUB Kneebar,1,1:28,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Askar Askarov,Alexandre Pantoja,0,0,41,32,2,1,0,0,win,Askar Askarov,Flyweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Roman Dolidze,Khadis Ibragimov,1,0,19,4,0,0,0,0,win,Roman Dolidze,Light Heavyweight,KO/TKO Knee,1,4:15,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
Grant Dawson,Nad Narimani,0,0,53,31,2,0,1,0,win,Grant Dawson,Catch Weight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
