fighter_1,fighter_2,date,location,referee,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time,title_fight
Teruto Ishihara,Julian Erosa,2016-03-05,"Las Vegas, Nevada, USA",Chris Tognoni,1,0,27,16,0,1,0,0,win,Teruto Ishihara,Featherweight,KO/TKO Punch,2,00:00:34,False
Michael Bisping,Anderson Silva,2016-02-27,"London, England, United Kingdom",Herb Dean,1,1,108,75,0,0,0,0,win,Michael Bisping,Middleweight,U-DEC,5,00:05:00,False
Gegard Mousasi,Thales Leites,2016-02-27,"London, England, United Kingdom",Marc Goddard,0,0,81,17,0,0,0,0,win,Gegard Mousasi,Middleweight,U-DEC,3,00:05:00,False
Tom Breese,Keita Nakamura,2016-02-27,"London, England, United Kingdom",Leon Roberts,0,0,32,6,0,3,1,1,win,Tom Breese,Welterweight,U-DEC,3,00:05:00,False
Brad Pickett,Francisco Rivera,2016-02-27,"London, England, United Kingdom",Neil Hall,0,0,39,69,3,2,0,0,win,Brad Pickett,Bantamweight,S-DEC,3,00:05:00,False
Makwan Amirkhani,Mike Wilkinson,2016-02-27,"London, England, United Kingdom",Grant Waterman,0,0,32,13,4,0,0,2,win,Makwan Amirkhani,Featherweight,U-DEC,3,00:05:00,False
Scott Askham,Chris Dempsey,2016-02-27,"London, England, United Kingdom",Leon Roberts,1,0,7,6,1,1,0,0,win,Scott Askham,Middleweight,KO/TKO Punch,1,00:04:45,False
Arnold Allen,Yaotzin Meza,2016-02-27,"London, England, United Kingdom",Grant Waterman,1,0,31,25,4,0,0,0,win,Arnold Allen,Featherweight,U-DEC,3,00:05:00,False
Krzysztof Jotko,Brad Scott,2016-02-27,"London, England, United Kingdom",Herb Dean,0,0,59,45,2,0,0,0,win,Krzysztof Jotko,Middleweight,U-DEC,3,00:05:00,False
Daniel Omielanczuk,Jarjis Danho,2016-02-27,"London, England, United Kingdom",Leon Roberts,0,0,77,38,0,0,0,0,win,Daniel Omielanczuk,Heavyweight,M-DEC,3,00:01:31,False
Teemu Packalen,Thibault Gouti,2016-02-27,"London, England, United Kingdom",Grant Waterman,1,0,6,0,0,0,1,0,win,Teemu Packalen,Lightweight,SUB Rear Naked Choke,1,00:00:24,False
David Teymur,Martin Svensson,2016-02-27,"London, England, United Kingdom",Neil Hall,1,0,38,13,1,0,0,0,win,David Teymur,Lightweight,KO/TKO Punch,2,00:01:26,False
Donald Cerrone,Alex Oliveira,2016-02-21,"Pittsburgh, Pennsylvania, USA",Mario Yamasaki,0,0,4,14,1,0,1,0,win,Donald Cerrone,Welterweight,SUB Triangle Choke,1,00:02:33,False
Derek Brunson,Roan Carneiro,2016-02-21,"Pittsburgh, Pennsylvania, USA",Keith Peterson,0,0,23,0,0,0,0,0,win,Derek Brunson,Middleweight,KO/TKO Punches,1,00:02:38,False
Cody Garbrandt,Augusto Mendes,2016-02-21,"Pittsburgh, Pennsylvania, USA",Mario Yamasaki,1,0,11,11,0,0,0,0,win,Cody Garbrandt,Catch Weight,KO/TKO Punches,1,00:04:18,False
Dennis Bermudez,Tatsuya Kawajiri,2016-02-21,"Pittsburgh, Pennsylvania, USA",Keith Peterson,0,0,61,12,4,1,1,0,win,Dennis Bermudez,Featherweight,U-DEC,3,00:05:00,False
Chris Camozzi,Joe Riggs,2016-02-21,"Pittsburgh, Pennsylvania, USA",Mario Yamasaki,1,0,11,0,0,0,0,0,win,Chris Camozzi,Middleweight,KO/TKO Knees,1,00:00:26,False
James Krause,Shane Campbell,2016-02-21,"Pittsburgh, Pennsylvania, USA",Keith Peterson,0,0,47,82,2,2,2,0,win,James Krause,Lightweight,U-DEC,3,00:05:00,False
Sean Strickland,Alex Garcia,2016-02-21,"Pittsburgh, Pennsylvania, USA",Bill Bookwalter,1,0,84,23,1,3,0,0,win,Sean Strickland,Welterweight,KO/TKO Punches,3,00:04:25,False
Oluwale Bamgbose,Daniel Sarafian,2016-02-21,"Pittsburgh, Pennsylvania, USA",James Chappell,1,0,8,0,0,0,0,0,win,Oluwale Bamgbose,Middleweight,KO/TKO Kick,1,00:01:00,False
Anthony Smith,Leonardo Guimaraes,2016-02-21,"Pittsburgh, Pennsylvania, USA",Chip Snider,0,0,57,64,2,0,0,0,win,Anthony Smith,Middleweight,U-DEC,3,00:05:00,False
Nathan Coy,Jonavin Webb,2016-02-21,"Pittsburgh, Pennsylvania, USA",Keith Peterson,0,0,37,21,3,3,0,0,win,Nathan Coy,Welterweight,U-DEC,3,00:05:00,False
Ashlee Evans-Smith,Marion Reneau,2016-02-21,"Pittsburgh, Pennsylvania, USA",James Chappell,0,0,55,53,1,1,0,1,win,Ashlee Evans-Smith,Women's Bantamweight,S-DEC,3,00:05:00,False
Lauren Murphy,Kelly Faszholz,2016-02-21,"Pittsburgh, Pennsylvania, USA",Bill Bookwalter,0,0,95,76,1,0,0,0,win,Lauren Murphy,Women's Bantamweight,KO/TKO Punches,3,00:04:55,False
Shamil Abdurakhimov,Anthony Hamilton,2016-02-21,"Pittsburgh, Pennsylvania, USA",Chip Snider,0,0,62,40,0,0,0,0,win,Shamil Abdurakhimov,Heavyweight,U-DEC,3,00:05:00,False
Stephen Thompson,Johny Hendricks,2016-02-06,"Las Vegas, Nevada, USA",John McCarthy,1,0,24,7,0,0,0,0,win,Stephen Thompson,Welterweight,KO/TKO Punch,1,00:03:31,False
Roy Nelson,Jared Rosholt,2016-02-06,"Las Vegas, Nevada, USA",Herb Dean,0,0,42,36,0,0,0,0,win,Roy Nelson,Heavyweight,U-DEC,3,00:05:00,False
Ovince Saint Preux,Rafael Cavalcante,2016-02-06,"Las Vegas, Nevada, USA",Yves Lavigne,0,0,51,10,1,0,0,0,win,Ovince Saint Preux,Light Heavyweight,U-DEC,3,00:05:00,False
Joseph Benavidez,Zach Makovsky,2016-02-06,"Las Vegas, Nevada, USA",John McCarthy,0,0,66,40,0,4,0,0,win,Joseph Benavidez,Flyweight,U-DEC,3,00:05:00,False
Misha Cirkunov,Alex Nicholson,2016-02-06,"Las Vegas, Nevada, USA",Herb Dean,0,0,32,16,3,0,1,0,win,Misha Cirkunov,Light Heavyweight,SUB Neck Crank,2,00:01:28,False
Mike Pyle,Sean Spencer,2016-02-06,"Las Vegas, Nevada, USA",Yves Lavigne,0,1,75,50,1,0,0,0,win,Mike Pyle,Welterweight,KO/TKO Elbow,3,00:04:25,False
Joshua Burkman,KJ Noons,2016-02-06,"Las Vegas, Nevada, USA",John McCarthy,0,0,57,33,3,0,0,0,win,Joshua Burkman,Lightweight,U-DEC,3,00:05:00,False
Derrick Lewis,Damian Grabowski,2016-02-06,"Las Vegas, Nevada, USA",Mark Smith,0,0,14,1,1,0,0,0,win,Derrick Lewis,Heavyweight,KO/TKO Punch,1,00:02:17,False
Justin Scoggins,Ray Borg,2016-02-06,"Las Vegas, Nevada, USA",Herb Dean,0,0,57,20,4,1,0,0,win,Justin Scoggins,Flyweight,U-DEC,3,00:05:00,False
Diego Rivas,Noad Lahat,2016-02-06,"Las Vegas, Nevada, USA",Mark Smith,1,0,5,7,1,1,0,3,win,Diego Rivas,Featherweight,KO/TKO Flying Knee,2,00:00:23,False
Mickey Gall,Mike Jackson,2016-02-06,"Las Vegas, Nevada, USA",Yves Lavigne,1,0,2,3,0,0,1,0,win,Mickey Gall,Welterweight,SUB Rear Naked Choke,1,00:00:45,False
Alex White,Artem Lobov,2016-02-06,"Las Vegas, Nevada, USA",Mark Smith,0,0,78,23,3,0,0,0,win,Alex White,Featherweight,U-DEC,3,00:05:00,False
Anthony Johnson,Ryan Bader,2016-01-30,"Newark, New Jersey, USA",Keith Peterson,0,0,11,0,0,0,0,0,win,Anthony Johnson,Light Heavyweight,KO/TKO Punches,1,00:01:26,False
Ben Rothwell,Josh Barnett,2016-01-30,"Newark, New Jersey, USA",Gary Copeland,0,0,35,35,0,0,1,0,win,Ben Rothwell,Heavyweight,SUB Guillotine Choke,2,00:03:48,False
Jimmie Rivera,Iuri Alcantara,2016-01-30,"Newark, New Jersey, USA",Liam Kerrigan,0,0,45,41,3,0,0,0,win,Jimmie Rivera,Bantamweight,U-DEC,3,00:05:00,False
Bryan Barberena,Sage Northcutt,2016-01-30,"Newark, New Jersey, USA",Keith Peterson,0,0,26,18,1,1,1,0,win,Bryan Barberena,Welterweight,SUB Arm Triangle,2,00:03:06,False
Tarec Saffiedine,Jake Ellenberger,2016-01-30,"Newark, New Jersey, USA",Gasper Oliver,0,0,54,30,0,0,0,0,win,Tarec Saffiedine,Welterweight,U-DEC,3,00:05:00,False
Diego Ferreira,Olivier Aubin-Mercier,2016-01-30,"Newark, New Jersey, USA",Vitor Ribeiro,0,0,65,49,0,1,0,0,win,Diego Ferreira,Lightweight,U-DEC,3,00:05:00,False
Rafael Natal,Kevin Casey,2016-01-30,"Newark, New Jersey, USA",Gary Copeland,1,0,54,16,4,0,0,0,win,Rafael Natal,Middleweight,KO/TKO Punches,3,00:03:37,False
Wilson Reis,Dustin Ortiz,2016-01-30,"Newark, New Jersey, USA",Vitor Ribeiro,0,0,48,45,9,1,0,0,win,Wilson Reis,Flyweight,U-DEC,3,00:05:00,False
Alexander Yakovlev,George Sullivan,2016-01-30,"Newark, New Jersey, USA",Gasper Oliver,1,0,15,14,2,0,0,0,win,Alexander Yakovlev,Welterweight,KO/TKO Punches,1,00:03:59,False
Alex Caceres,Masio Fullen,2016-01-30,"Newark, New Jersey, USA",Gary Copeland,0,0,74,36,1,0,0,0,win,Alex Caceres,Featherweight,U-DEC,3,00:05:00,False
Randy Brown,Matt Dwyer,2016-01-30,"Newark, New Jersey, USA",Liam Kerrigan,0,0,48,46,1,1,1,0,win,Randy Brown,Welterweight,U-DEC,3,00:05:00,False
Anthony Rocco Martin,Felipe Olivieri,2016-01-30,"Newark, New Jersey, USA",Liam Kerrigan,0,0,60,87,2,0,1,0,win,Anthony Rocco Martin,Lightweight,SUB Rear Naked Choke,3,00:03:02,False
Dominick Cruz,TJ Dillashaw,2016-01-17,"Boston, Massachusetts, USA",Herb Dean,0,0,112,109,4,1,0,0,win,Dominick Cruz,Bantamweight,S-DEC,5,00:05:00,True
Travis Browne,Matt Mitrione,2016-01-17,"Boston, Massachusetts, USA",Gary Forman,0,1,51,27,2,0,0,0,win,Travis Browne,Heavyweight,KO/TKO Punches,3,00:04:09,False
Francisco Trinaldo,Ross Pearson,2016-01-17,"Boston, Massachusetts, USA",Herb Dean,0,0,51,28,1,2,0,0,win,Francisco Trinaldo,Lightweight,U-DEC,3,00:05:00,False
Patrick Cote,Ben Saunders,2016-01-17,"Boston, Massachusetts, USA",Steve Rita,1,0,42,11,0,1,1,0,win,Patrick Cote,Welterweight,KO/TKO Punches,2,00:01:14,False
Ed Herman,Tim Boetsch,2016-01-17,"Boston, Massachusetts, USA",Kevin MacDonald,1,0,47,27,0,0,0,0,win,Ed Herman,Light Heavyweight,KO/TKO Knee,2,00:01:39,False
Chris Wade,Mehdi Baghdad,2016-01-17,"Boston, Massachusetts, USA",Gary Forman,0,0,5,1,2,0,1,0,win,Chris Wade,Lightweight,SUB Rear Naked Choke,1,00:04:30,False
Luke Sanders,Maximo Blanco,2016-01-17,"Boston, Massachusetts, USA",Herb Dean,1,0,26,16,0,1,1,1,win,Luke Sanders,Featherweight,SUB Rear Naked Choke,1,00:03:38,False
Paul Felder,Daron Cruickshank,2016-01-17,"Boston, Massachusetts, USA",Steve Rita,0,0,46,32,2,3,3,0,win,Paul Felder,Lightweight,SUB Rear Naked Choke,3,00:03:56,False
Ilir Latifi,Sean O'Connell,2016-01-17,"Boston, Massachusetts, USA",Kevin MacDonald,1,0,2,1,0,0,0,0,win,Ilir Latifi,Light Heavyweight,KO/TKO Punch,1,00:00:30,False
Charles Rosa,Kyle Bochniak,2016-01-17,"Boston, Massachusetts, USA",Gary Forman,0,1,92,52,1,1,0,0,win,Charles Rosa,Featherweight,U-DEC,3,00:05:00,False
Rob Font,Joey Gomez,2016-01-17,"Boston, Massachusetts, USA",Herb Dean,1,0,52,15,1,1,0,0,win,Rob Font,Bantamweight,KO/TKO Punches,2,00:04:13,False
Francimar Barroso,Elvis Mutapcic,2016-01-17,"Boston, Massachusetts, USA",Steve Rita,0,0,57,38,1,0,0,0,win,Francimar Barroso,Light Heavyweight,U-DEC,3,00:05:00,False
Robbie Lawler,Carlos Condit,2016-01-02,"Las Vegas, Nevada, USA",John McCarthy,1,0,92,176,0,0,0,0,win,Robbie Lawler,Welterweight,S-DEC,5,00:05:00,True
Stipe Miocic,Andrei Arlovski,2016-01-02,"Las Vegas, Nevada, USA",Herb Dean,1,0,11,7,0,0,0,0,win,Stipe Miocic,Heavyweight,KO/TKO Punch,1,00:00:54,False
Albert Tumenov,Lorenz Larkin,2016-01-02,"Las Vegas, Nevada, USA",Mario Yamasaki,0,0,76,69,0,0,0,0,win,Albert Tumenov,Welterweight,S-DEC,3,00:05:00,False
Brian Ortega,Diego Brandao,2016-01-02,"Las Vegas, Nevada, USA",John McCarthy,0,0,29,56,0,2,2,0,win,Brian Ortega,Featherweight,SUB Triangle Choke,3,00:01:37,False
Abel Trujillo,Tony Sims,2016-01-02,"Las Vegas, Nevada, USA",Herb Dean,0,0,4,5,0,1,1,0,win,Abel Trujillo,Lightweight,SUB Guillotine Choke,1,00:03:18,False
Michael McDonald,Masanori Kanehara,2016-01-02,"Las Vegas, Nevada, USA",Mario Yamasaki,0,0,5,15,0,2,2,1,win,Michael McDonald,Bantamweight,SUB Rear Naked Choke,2,00:02:09,False
Alex Morono,Kyle Noke,2016-01-02,"Las Vegas, Nevada, USA",John McCarthy,0,0,43,59,0,1,1,0,win,Alex Morono,Welterweight,S-DEC,3,00:05:00,False
Justine Kish,Nina Nunes,2016-01-02,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,72,92,3,1,0,0,win,Justine Kish,Women's Strawweight,U-DEC,3,00:05:00,False
Drew Dober,Scott Holtzman,2016-01-02,"Las Vegas, Nevada, USA",Herb Dean,0,0,36,38,5,2,0,0,win,Drew Dober,Lightweight,U-DEC,3,00:05:00,False
Dustin Poirier,Joe Duffy,2016-01-02,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,72,37,4,0,0,1,win,Dustin Poirier,Lightweight,U-DEC,3,00:05:00,False
Michinori Tanaka,Joe Soto,2016-01-02,"Las Vegas, Nevada, USA",Mario Yamasaki,0,0,57,71,3,1,0,4,win,Michinori Tanaka,Bantamweight,S-DEC,3,00:05:00,False
Sheldon Westcott,Edgar Garcia,2016-01-02,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,33,1,1,0,0,0,win,Sheldon Westcott,Welterweight,KO/TKO Punches,1,00:03:12,False
Rafael Dos Anjos,Donald Cerrone,2015-12-19,"Orlando, Florida, USA",Herb Dean,0,0,26,4,0,0,0,0,win,Rafael Dos Anjos,Lightweight,KO/TKO Punches,1,00:01:06,True
Alistair Overeem,Junior Dos Santos,2015-12-19,"Orlando, Florida, USA",Dan Miragliotta,1,0,32,22,0,0,0,0,win,Alistair Overeem,Heavyweight,KO/TKO Punches,2,00:04:43,False
Nate Diaz,Michael Johnson,2015-12-19,"Orlando, Florida, USA",Jorge Alonso,0,0,153,103,0,1,0,0,win,Nate Diaz,Lightweight,U-DEC,3,00:05:00,False
Karolina Kowalkiewicz,Randa Markos,2015-12-19,"Orlando, Florida, USA",Herb Dean,0,0,66,34,0,1,0,0,win,Karolina Kowalkiewicz,Women's Strawweight,U-DEC,3,00:05:00,False
Charles Oliveira,Myles Jury,2015-12-19,"Orlando, Florida, USA",John Hosegood,0,0,5,5,1,0,1,0,win,Charles Oliveira,Featherweight,SUB Guillotine Choke,1,00:03:05,False
Nate Marquardt,CB Dollaway,2015-12-19,"Orlando, Florida, USA",Herb Dean,1,0,16,15,0,0,0,0,win,Nate Marquardt,Middleweight,KO/TKO Punch,2,00:00:28,False
Valentina Shevchenko,Sarah Kaufman,2015-12-19,"Orlando, Florida, USA",Dan Miragliotta,0,0,32,27,4,1,0,0,win,Valentina Shevchenko,Women's Bantamweight,S-DEC,3,00:05:00,False
Tamdan McCrory,Josh Samman,2015-12-19,"Orlando, Florida, USA",Jorge Alonso,0,0,39,10,2,2,1,0,win,Tamdan McCrory,Middleweight,SUB Triangle Choke,3,00:04:10,False
Nik Lentz,Danny Castillo,2015-12-19,"Orlando, Florida, USA",John Hosegood,0,0,59,57,3,2,2,0,win,Nik Lentz,Lightweight,S-DEC,3,00:05:00,False
Kamaru Usman,Leon Edwards,2015-12-19,"Orlando, Florida, USA",Dan Miragliotta,0,0,48,26,6,0,0,0,win,Kamaru Usman,Welterweight,U-DEC,3,00:05:00,False
Vicente Luque,Hayder Hassan,2015-12-19,"Orlando, Florida, USA",Jorge Alonso,0,0,12,15,0,0,1,0,win,Vicente Luque,Welterweight,SUB Anaconda Choke,1,00:02:13,False
Francis Ngannou,Luis Henrique,2015-12-19,"Orlando, Florida, USA",John Hosegood,1,0,25,5,0,1,0,0,win,Francis Ngannou,Heavyweight,KO/TKO Punch,2,00:02:53,False
Conor McGregor,Jose Aldo,2015-12-12,"Las Vegas, Nevada, USA",John McCarthy,1,0,5,1,0,0,0,0,win,Conor McGregor,Featherweight,KO/TKO Punch,1,00:00:13,True
Luke Rockhold,Chris Weidman,2015-12-12,"Las Vegas, Nevada, USA",Herb Dean,0,0,126,48,2,3,1,0,win,Luke Rockhold,Middleweight,KO/TKO Punches,4,00:03:12,True
Yoel Romero,Jacare Souza,2015-12-12,"Las Vegas, Nevada, USA",Marc Goddard,1,0,46,30,0,1,0,0,win,Yoel Romero,Middleweight,S-DEC,3,00:05:00,False
Demian Maia,Gunnar Nelson,2015-12-12,"Las Vegas, Nevada, USA",John McCarthy,0,0,47,2,2,1,1,0,win,Demian Maia,Welterweight,U-DEC,3,00:05:00,False
Urijah Faber,Frankie Saenz,2015-12-12,"Las Vegas, Nevada, USA",Marc Goddard,0,0,75,66,2,0,0,0,win,Urijah Faber,Bantamweight,U-DEC,3,00:05:00,False
Tecia Pennington,Jocelyn Jones-Lybarger,2015-12-12,"Las Vegas, Nevada, USA",Herb Dean,0,0,77,29,0,0,0,0,win,Tecia Pennington,Women's Strawweight,U-DEC,3,00:05:00,False
Warlley Alves,Colby Covington,2015-12-12,"Las Vegas, Nevada, USA",Mark Smith,0,0,2,2,0,1,1,0,win,Warlley Alves,Welterweight,SUB Guillotine Choke,1,00:01:26,False
Leonardo Santos,Kevin Lee,2015-12-12,"Las Vegas, Nevada, USA",John McCarthy,1,0,32,10,1,0,0,0,win,Leonardo Santos,Lightweight,KO/TKO Punches,1,00:03:26,False
Magomed Mustafaev,Joe Proctor,2015-12-12,"Las Vegas, Nevada, USA",Mark Smith,1,0,18,9,0,0,0,0,win,Magomed Mustafaev,Lightweight,KO/TKO Knee,1,00:01:54,False
Yancy Medeiros,John Makdessi,2015-12-12,"Las Vegas, Nevada, USA",Marc Goddard,1,0,80,114,0,0,0,0,win,Yancy Medeiros,Lightweight,S-DEC,3,00:05:00,False
Court McGee,Marcio Alexandre Junior,2015-12-12,"Las Vegas, Nevada, USA",Mark Smith,0,0,58,23,2,0,0,1,win,Court McGee,Welterweight,U-DEC,3,00:05:00,False
Frankie Edgar,Chad Mendes,2015-12-11,"Las Vegas, Nevada, USA",John McCarthy,1,0,13,5,0,0,0,0,win,Frankie Edgar,Featherweight,KO/TKO Punch,1,00:02:28,False
Ryan Hall,Artem Lobov,2015-12-11,"Las Vegas, Nevada, USA",Herb Dean,0,0,23,2,1,0,1,0,win,Ryan Hall,Lightweight,U-DEC,3,00:05:00,True
Tony Ferguson,Edson Barboza,2015-12-11,"Las Vegas, Nevada, USA",John McCarthy,0,0,61,41,0,2,1,0,win,Tony Ferguson,Lightweight,SUB D'Arce Choke,2,00:02:54,False
Evan Dunham,Joe Lauzon,2015-12-11,"Las Vegas, Nevada, USA",Herb Dean,0,0,127,42,1,0,0,0,win,Evan Dunham,Lightweight,U-DEC,3,00:05:00,False
Tatsuya Kawajiri,Jason Knight,2015-12-11,"Las Vegas, Nevada, USA",John McCarthy,0,0,28,28,6,0,0,1,win,Tatsuya Kawajiri,Featherweight,U-DEC,3,00:05:00,False
Julian Erosa,Marcin Wrzosek,2015-12-11,"Las Vegas, Nevada, USA",Jason Herzog,0,0,61,52,2,3,2,0,win,Julian Erosa,Lightweight,S-DEC,3,00:05:00,False
Gabriel Gonzaga,Konstantin Erokhin,2015-12-11,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,20,15,2,0,0,0,win,Gabriel Gonzaga,Heavyweight,U-DEC,3,00:05:00,False
Ryan LaFlare,Mike Pierce,2015-12-11,"Las Vegas, Nevada, USA",Jason Herzog,0,0,65,42,0,0,0,0,win,Ryan LaFlare,Welterweight,U-DEC,3,00:05:00,False
Geane Herrera,Joby Sanchez,2015-12-11,"Las Vegas, Nevada, USA",Chris Tognoni,1,0,40,55,1,0,0,0,win,Geane Herrera,Flyweight,KO/TKO Punch,2,00:04:28,False
Chris Gruetzemacher,Abner Lloveras,2015-12-11,"Las Vegas, Nevada, USA",Jason Herzog,0,0,103,94,0,2,0,0,win,Chris Gruetzemacher,Lightweight,U-DEC,3,00:05:00,False
Rose Namajunas,Paige VanZant,2015-12-10,"Las Vegas, Nevada, USA",Herb Dean,0,0,57,10,8,0,4,0,win,Rose Namajunas,Women's Strawweight,SUB Rear Naked Choke,5,00:02:25,False
Michael Chiesa,Jim Miller,2015-12-10,"Las Vegas, Nevada, USA",Jason Herzog,0,0,13,7,2,0,1,1,win,Michael Chiesa,Lightweight,SUB Rear Naked Choke,2,00:02:57,False
Sage Northcutt,Cody Pfister,2015-12-10,"Las Vegas, Nevada, USA",Mark Smith,0,0,8,5,2,2,1,0,win,Sage Northcutt,Lightweight,SUB Guillotine Choke,2,00:00:41,False
Thiago Santos,Elias Theodorou,2015-12-10,"Las Vegas, Nevada, USA",Marc Goddard,0,0,52,28,1,1,0,0,win,Thiago Santos,Middleweight,U-DEC,3,00:05:00,False
Tim Means,John Howard,2015-12-10,"Las Vegas, Nevada, USA",Herb Dean,1,0,37,20,0,3,0,0,win,Tim Means,Welterweight,KO/TKO Punch,2,00:00:21,False
Sergio Moraes,Omari Akhmedov,2015-12-10,"Las Vegas, Nevada, USA",Jason Herzog,1,1,21,35,0,1,0,0,win,Sergio Moraes,Welterweight,KO/TKO Punches,3,00:02:18,False
Aljamain Sterling,Johnny Eduardo,2015-12-10,"Las Vegas, Nevada, USA",Marc Goddard,0,0,23,4,2,0,1,0,win,Aljamain Sterling,Bantamweight,SUB Guillotine Choke,2,00:04:18,False
Santiago Ponzinibbio,Andreas Stahl,2015-12-10,"Las Vegas, Nevada, USA",Herb Dean,1,0,48,14,0,2,0,0,win,Santiago Ponzinibbio,Welterweight,KO/TKO Punch,1,00:04:25,False
Danny Roberts,Nathan Coy,2015-12-10,"Las Vegas, Nevada, USA",Jason Herzog,0,0,6,11,0,1,1,0,win,Danny Roberts,Welterweight,SUB Triangle Choke,1,00:02:46,False
Zubaira Tukhugov,Phillipe Nover,2015-12-10,"Las Vegas, Nevada, USA",Mark Smith,0,0,21,20,1,0,0,0,win,Zubaira Tukhugov,Featherweight,S-DEC,3,00:05:00,False
Kailin Curran,Emily Kagan,2015-12-10,"Las Vegas, Nevada, USA",Marc Goddard,0,0,21,22,1,1,2,0,win,Kailin Curran,Women's Strawweight,SUB Rear Naked Choke,2,00:04:13,False
Benson Henderson,Jorge Masvidal,2015-11-28,"Seoul, South Korea",Herb Dean,0,0,86,77,3,1,0,1,win,Benson Henderson,Welterweight,S-DEC,5,00:05:00,False
Dong Hyun Kim,Dominic Waters,2015-11-28,"Seoul, South Korea",Leon Roberts,0,0,6,0,1,0,0,0,win,Dong Hyun Kim,Welterweight,KO/TKO Punches,1,00:03:11,False
Alberto Mina,Yoshihiro Akiyama,2015-11-28,"Seoul, South Korea",Steve Perceval,1,0,69,78,2,0,0,0,win,Alberto Mina,Welterweight,S-DEC,3,00:05:00,False
Dooho Choi,Sam Sicilia,2015-11-28,"Seoul, South Korea",Greg Kleynjans,1,0,18,8,0,0,0,0,win,Dooho Choi,Featherweight,KO/TKO Punch,1,00:01:33,False
Dongi Yang,Jake Collier,2015-11-28,"Seoul, South Korea",Herb Dean,0,1,29,22,1,0,0,0,win,Dongi Yang,Middleweight,KO/TKO Punches,2,00:01:50,False
Mike de la Torre,Yui Chul Nam,2015-11-28,"Seoul, South Korea",Leon Roberts,0,0,47,53,0,1,0,0,win,Mike de la Torre,Featherweight,S-DEC,3,00:05:00,False
Tae Hyun Bang,Leo Kuntz,2015-11-28,"Seoul, South Korea",Steve Perceval,1,0,54,31,1,3,2,1,win,Tae Hyun Bang,Lightweight,S-DEC,3,00:05:00,False
Seo Hee Ham,Cortney Casey,2015-11-28,"Seoul, South Korea",Herb Dean,0,0,71,78,0,0,0,0,win,Seo Hee Ham,Women's Strawweight,U-DEC,3,00:05:00,False
Fredy Serrano,Yao Zhikui,2015-11-28,"Seoul, South Korea",Greg Kleynjans,0,0,3,1,1,0,0,0,win,Fredy Serrano,Flyweight,KO/TKO,1,00:00:44,False
Marco Beltran,Guangyou Ning,2015-11-28,"Seoul, South Korea",Steve Perceval,0,0,30,23,1,0,0,0,win,Marco Beltran,Bantamweight,S-DEC,3,00:05:00,False
Dominique Steele,Dong Hyun Ma,2015-11-28,"Seoul, South Korea",Leon Roberts,1,0,36,19,4,0,0,0,win,Dominique Steele,Welterweight,KO/TKO Slam,3,00:00:27,False
Neil Magny,Kelvin Gastelum,2015-11-21,"Monterrey, Nuevo Leon, Mexico",John McCarthy,0,2,54,54,6,2,0,0,win,Neil Magny,Welterweight,S-DEC,5,00:05:00,False
Ricardo Lamas,Diego Sanchez,2015-11-21,"Monterrey, Nuevo Leon, Mexico",Dan Miragliotta,0,0,57,30,3,1,0,0,win,Ricardo Lamas,Featherweight,U-DEC,3,00:05:00,False
Henry Cejudo,Jussier Formiga,2015-11-21,"Monterrey, Nuevo Leon, Mexico",Mario Yamasaki,0,0,43,25,2,0,0,0,win,Henry Cejudo,Flyweight,S-DEC,3,00:05:00,False
Erick Montano,Enrique Marin,2015-11-21,"Monterrey, Nuevo Leon, Mexico",Gary Copeland,0,0,49,27,2,1,0,0,win,Erick Montano,Welterweight,S-DEC,3,00:05:00,True
Enrique Barzola,Horacio Gutierrez,2015-11-21,"Monterrey, Nuevo Leon, Mexico",Mario Yamasaki,0,0,38,10,5,0,0,0,win,Enrique Barzola,Lightweight,U-DEC,3,00:05:00,True
Leandro Silva,Efrain Escudero,2015-11-21,"Monterrey, Nuevo Leon, Mexico",John McCarthy,0,0,35,24,0,2,0,0,win,Leandro Silva,Lightweight,U-DEC,3,00:05:00,False
Erik Perez,Taylor Lapilus,2015-11-21,"Monterrey, Nuevo Leon, Mexico",Dan Miragliotta,0,1,31,20,1,0,0,1,win,Erik Perez,Bantamweight,U-DEC,3,00:05:00,False
Bartosz Fabinski,Hector Urbina,2015-11-21,"Monterrey, Nuevo Leon, Mexico",Mario Yamasaki,0,0,25,10,6,0,0,3,win,Bartosz Fabinski,Welterweight,U-DEC,3,00:05:00,False
Alejandro Perez,Scott Jorgensen,2015-11-21,"Monterrey, Nuevo Leon, Mexico",Gary Copeland,0,0,39,11,0,2,0,0,win,Alejandro Perez,Bantamweight,KO/TKO,2,00:04:26,False
Andre Fili,Gabriel Benitez,2015-11-21,"Monterrey, Nuevo Leon, Mexico",John McCarthy,1,0,16,11,1,0,0,0,win,Andre Fili,Featherweight,KO/TKO Punches,1,00:03:13,False
